epoch_utc,station,receiver_clock_offset_s,receiver_clock_offset_ns,sigma_s,sigma_ns
2025-04-10T03:21:12,ALGO,-4.492e-09,-4.492,,
2025-04-10T03:21:42,ALGO,-5.208e-09,-5.208,,
2025-04-10T03:22:12,ALGO,-4.705e-09,-4.705,,
2025-04-10T03:22:42,ALGO,-4.005e-09,-4.005,,
2025-04-10T03:23:12,ALGO,-4.535e-09,-4.535,,
2025-04-10T03:23:42,ALGO,-4.604e-09,-4.604,,
2025-04-10T03:24:12,ALGO,-4.584e-09,-4.584,,
2025-04-10T03:24:42,ALGO,-5.379e-09,-5.379,,
2025-04-10T03:25:12,ALGO,-4.539e-09,-4.539,,
2025-04-10T03:25:42,ALGO,-4.651e-09,-4.651,,
2025-04-10T03:26:12,ALGO,-5.394e-09,-5.394,,
2025-04-10T03:26:42,ALGO,-5.283e-09,-5.283,,
2025-04-10T03:27:12,ALGO,-5.292e-09,-5.292000000000001,,
2025-04-10T03:27:42,ALGO,-6.115e-09,-6.114999999999999,,
2025-04-10T03:28:12,ALGO,-5.369e-09,-5.369,,
2025-04-10T03:28:42,ALGO,-5.807e-09,-5.807,,
2025-04-10T03:29:12,ALGO,-5.979e-09,-5.979,,
2025-04-10T03:29:42,ALGO,-5.959e-09,-5.959,,
2025-04-10T03:30:12,ALGO,-5.901e-09,-5.901,,
2025-04-10T03:30:42,ALGO,-6.542e-09,-6.542,,
2025-04-10T03:31:12,ALGO,-5.937e-09,-5.936999999999999,,
2025-04-10T03:31:42,ALGO,-6.075e-09,-6.075,,
2025-04-10T03:32:12,ALGO,-6.067e-09,-6.067,,
2025-04-10T03:32:42,ALGO,-5.39e-09,-5.39,,
2025-04-10T03:33:12,ALGO,-6.528e-09,-6.528,,
2025-04-10T03:33:42,ALGO,-5.917e-09,-5.917,,
2025-04-10T03:34:12,ALGO,-6.054e-09,-6.054,,
2025-04-10T03:34:42,ALGO,-6.506e-09,-6.505999999999999,,
2025-04-10T03:35:12,ALGO,-5.712e-09,-5.712,,
2025-04-10T03:35:42,ALGO,-6.517e-09,-6.5169999999999995,,
2025-04-10T03:36:12,ALGO,-6.579e-09,-6.579,,
2025-04-10T03:36:42,ALGO,-6.88e-09,-6.88,,
2025-04-10T03:37:12,ALGO,-6.251e-09,-6.251,,
2025-04-10T03:37:42,ALGO,-5.917e-09,-5.917,,
2025-04-10T03:38:12,ALGO,-6.981e-09,-6.981,,
2025-04-10T03:38:42,ALGO,-5.83e-09,-5.83,,
2025-04-10T03:39:12,ALGO,-6.229e-09,-6.229,,
2025-04-10T03:39:42,ALGO,-6.497e-09,-6.497,,
2025-04-10T03:40:12,ALGO,-6.039e-09,-6.039000000000001,,
2025-04-10T03:40:42,ALGO,-7.299e-09,-7.2989999999999995,,
2025-04-10T03:41:12,ALGO,-6.14e-09,-6.14,,
2025-04-10T03:41:42,ALGO,-7.105e-09,-7.1049999999999995,,
2025-04-10T03:42:12,ALGO,-7.141e-09,-7.141,,
2025-04-10T03:42:42,ALGO,-6.545e-09,-6.545,,
2025-04-10T03:43:12,ALGO,-6.382e-09,-6.382,,
2025-04-10T03:43:42,ALGO,-6.245e-09,-6.245,,
2025-04-10T03:44:12,ALGO,-6.69e-09,-6.6899999999999995,,
2025-04-10T03:44:42,ALGO,-6.886e-09,-6.885999999999999,,
2025-04-10T03:45:12,ALGO,-6.602e-09,-6.602,,
2025-04-10T03:45:42,ALGO,-6.631e-09,-6.631,,
2025-04-10T03:46:12,ALGO,-6.211e-09,-6.211,,
2025-04-10T03:46:42,ALGO,-7.163e-09,-7.163,,
2025-04-10T03:47:12,ALGO,-6.385e-09,-6.385,,
2025-04-10T03:47:42,ALGO,-6.335e-09,-6.335,,
2025-04-10T03:48:12,ALGO,-5.783e-09,-5.783,,
2025-04-10T03:48:42,ALGO,-6.109e-09,-6.109,,
2025-04-10T03:49:12,ALGO,-6.24e-09,-6.24,,
2025-04-10T03:49:42,ALGO,-7.259e-09,-7.2589999999999995,,
2025-04-10T03:50:12,ALGO,-6.329e-09,-6.329,,
2025-04-10T03:50:42,ALGO,-5.88e-09,-5.880000000000001,,
2025-04-10T03:51:12,ALGO,-6.598e-09,-6.598,,
2025-04-10T03:51:42,ALGO,-6.848e-09,-6.848000000000001,,
2025-04-10T03:52:12,ALGO,-6.948e-09,-6.948,,
2025-04-10T03:52:42,ALGO,-6.989e-09,-6.989,,
2025-04-10T03:53:12,ALGO,-6.663e-09,-6.663,,
2025-04-10T03:53:42,ALGO,-6.326e-09,-6.326,,
2025-04-10T03:54:12,ALGO,-7.194e-09,-7.194,,
2025-04-10T03:54:42,ALGO,-6.686e-09,-6.686,,
2025-04-10T03:55:12,ALGO,-7.627e-09,-7.627,,
2025-04-10T03:55:42,ALGO,-7.823e-09,-7.823,,
2025-04-10T03:56:12,ALGO,-7.693e-09,-7.693,,
2025-04-10T03:56:42,ALGO,-7.5e-09,-7.499999999999999,,
2025-04-10T03:57:12,ALGO,-7.789e-09,-7.789,,
2025-04-10T03:57:42,ALGO,-7.677e-09,-7.677,,
2025-04-10T03:58:12,ALGO,-8.408e-09,-8.408,,
2025-04-10T03:58:42,ALGO,-6.906e-09,-6.906,,
2025-04-10T03:59:12,ALGO,-7.278e-09,-7.278,,
2025-04-10T03:59:42,ALGO,-7.959e-09,-7.9590000000000005,,
2025-04-10T04:00:12,ALGO,-7.812e-09,-7.812000000000001,,
2025-04-10T04:00:42,ALGO,-7.681e-09,-7.680999999999999,,
2025-04-10T04:01:12,ALGO,-8.624e-09,-8.624,,
2025-04-10T04:01:42,ALGO,-7.972e-09,-7.972,,
2025-04-10T04:02:12,ALGO,-9.194e-09,-9.193999999999999,,
2025-04-10T04:02:42,ALGO,-8.719e-09,-8.719,,
2025-04-10T04:03:12,ALGO,-8.533e-09,-8.533,,
2025-04-10T04:03:42,ALGO,-8.726e-09,-8.725999999999999,,
2025-04-10T04:04:12,ALGO,-8.007e-09,-8.007,,
2025-04-10T04:04:42,ALGO,-8.565e-09,-8.565,,
2025-04-10T04:05:12,ALGO,-7.896e-09,-7.896,,
2025-04-10T04:05:42,ALGO,-8.42e-09,-8.42,,
2025-04-10T04:06:12,ALGO,-7.349e-09,-7.349,,
2025-04-10T04:06:42,ALGO,-8.514e-09,-8.514,,
2025-04-10T04:07:12,ALGO,-7.946e-09,-7.946000000000001,,
2025-04-10T04:07:42,ALGO,-8.31e-09,-8.31,,
2025-04-10T04:08:12,ALGO,-7.754e-09,-7.754,,
2025-04-10T04:08:42,ALGO,-8.385e-09,-8.385,,
2025-04-10T04:09:12,ALGO,-7.514e-09,-7.514,,
2025-04-10T04:09:42,ALGO,-7.498e-09,-7.498,,
2025-04-10T04:10:12,ALGO,-8.343e-09,-8.343,,
2025-04-10T04:10:42,ALGO,-8.424e-09,-8.424,,
2025-04-10T04:11:12,ALGO,-7.438e-09,-7.438,,
2025-04-10T04:11:42,ALGO,-7.694e-09,-7.693999999999999,,
2025-04-10T04:12:12,ALGO,-7.353e-09,-7.353,,
2025-04-10T04:12:42,ALGO,-7.807e-09,-7.807,,
2025-04-10T04:13:12,ALGO,-7.887e-09,-7.887,,
2025-04-10T04:13:42,ALGO,-7.417e-09,-7.417000000000001,,
2025-04-10T04:14:12,ALGO,-7.849e-09,-7.848999999999999,,
2025-04-10T04:14:42,ALGO,-7.197e-09,-7.197,,
2025-04-10T04:15:12,ALGO,-7.357e-09,-7.357,,
2025-04-10T04:15:42,ALGO,-6.857e-09,-6.857,,
2025-04-10T04:16:12,ALGO,-7.164e-09,-7.164,,
2025-04-10T04:16:42,ALGO,-7.037e-09,-7.037000000000001,,
2025-04-10T04:17:12,ALGO,-7.505e-09,-7.505,,
2025-04-10T04:17:42,ALGO,-7.706e-09,-7.7059999999999995,,
2025-04-10T04:18:12,ALGO,-7.615e-09,-7.615000000000001,,
2025-04-10T04:18:42,ALGO,-7.99e-09,-7.990000000000001,,
2025-04-10T04:19:12,ALGO,-7.405e-09,-7.405,,
2025-04-10T04:19:42,ALGO,-7.797e-09,-7.797000000000001,,
2025-04-10T04:20:12,ALGO,-7.179e-09,-7.179,,
2025-04-10T04:20:42,ALGO,-6.939e-09,-6.939,,
2025-04-10T04:21:12,ALGO,-6.932e-09,-6.9319999999999995,,
2025-04-10T04:21:42,ALGO,-7.761e-09,-7.761000000000001,,
2025-04-10T04:22:12,ALGO,-7.587e-09,-7.587000000000001,,
2025-04-10T04:22:42,ALGO,-7.435e-09,-7.4350000000000005,,
2025-04-10T04:23:12,ALGO,-7.208e-09,-7.208,,
2025-04-10T04:23:42,ALGO,-7.471e-09,-7.470999999999999,,
2025-04-10T04:24:12,ALGO,-7.306e-09,-7.306,,
2025-04-10T04:24:42,ALGO,-7.309e-09,-7.309,,
2025-04-10T04:25:12,ALGO,-7.79e-09,-7.790000000000001,,
2025-04-10T04:25:42,ALGO,-7.869e-09,-7.868999999999999,,
2025-04-10T04:26:12,ALGO,-7.311e-09,-7.311,,
2025-04-10T04:26:42,ALGO,-7.67e-09,-7.67,,
2025-04-10T04:27:12,ALGO,-7.098e-09,-7.098,,
2025-04-10T04:27:42,ALGO,-7.785e-09,-7.785,,
2025-04-10T04:28:12,ALGO,-6.572e-09,-6.572,,
2025-04-10T04:28:42,ALGO,-7.268e-09,-7.268,,
2025-04-10T04:29:12,ALGO,-6.566e-09,-6.566,,
2025-04-10T04:29:42,ALGO,-8.062e-09,-8.062,,
2025-04-10T04:30:12,ALGO,-7.449e-09,-7.449,,
2025-04-10T04:30:42,ALGO,-7.456e-09,-7.456,,
2025-04-10T04:31:12,ALGO,-7.79e-09,-7.790000000000001,,
2025-04-10T04:31:42,ALGO,-7.177e-09,-7.1770000000000005,,
2025-04-10T04:32:12,ALGO,-7.145e-09,-7.145,,
2025-04-10T04:32:42,ALGO,-7.46e-09,-7.46,,
2025-04-10T04:33:12,ALGO,-7.35e-09,-7.35,,
2025-04-10T04:33:42,ALGO,-6.965e-09,-6.965,,
2025-04-10T04:34:12,ALGO,-7.303e-09,-7.303,,
2025-04-10T04:34:42,ALGO,-7.031e-09,-7.031000000000001,,
2025-04-10T04:35:12,ALGO,-7.179e-09,-7.179,,
2025-04-10T04:35:42,ALGO,-7.663e-09,-7.663,,
2025-04-10T04:36:12,ALGO,-6.888e-09,-6.888,,
2025-04-10T04:36:42,ALGO,-6.828e-09,-6.828,,
2025-04-10T04:37:12,ALGO,-7.126e-09,-7.1259999999999994,,
2025-04-10T04:37:42,ALGO,-6.358e-09,-6.358,,
2025-04-10T04:38:12,ALGO,-7.574e-09,-7.574000000000001,,
2025-04-10T04:38:42,ALGO,-6.854e-09,-6.854,,
2025-04-10T04:39:12,ALGO,-6.253e-09,-6.253,,
2025-04-10T04:39:42,ALGO,-7.163e-09,-7.163,,
2025-04-10T04:40:12,ALGO,-6.748e-09,-6.748,,
2025-04-10T04:40:42,ALGO,-7.119e-09,-7.119,,
2025-04-10T04:41:12,ALGO,-7.22e-09,-7.220000000000001,,
2025-04-10T04:41:42,ALGO,-6.513e-09,-6.513,,
2025-04-10T04:42:12,ALGO,-6.78e-09,-6.78,,
2025-04-10T04:42:42,ALGO,-7.326e-09,-7.326,,
2025-04-10T04:43:12,ALGO,-6.401e-09,-6.401,,
2025-04-10T04:43:42,ALGO,-6.86e-09,-6.86,,
2025-04-10T04:44:12,ALGO,-7.078e-09,-7.077999999999999,,
2025-04-10T04:44:42,ALGO,-7.164e-09,-7.164,,
2025-04-10T04:45:12,ALGO,-6.346e-09,-6.346,,
2025-04-10T04:45:42,ALGO,-7.149e-09,-7.149,,
2025-04-10T04:46:12,ALGO,-6.877e-09,-6.877,,
2025-04-10T04:46:42,ALGO,-7.026e-09,-7.026000000000001,,
2025-04-10T04:47:12,ALGO,-6.923e-09,-6.923,,
2025-04-10T04:47:42,ALGO,-6.54e-09,-6.54,,
2025-04-10T04:48:12,ALGO,-7.06e-09,-7.06,,
2025-04-10T04:48:42,ALGO,-7.026e-09,-7.026000000000001,,
2025-04-10T04:49:12,ALGO,-7.369e-09,-7.369,,
2025-04-10T04:49:42,ALGO,-6.493e-09,-6.492999999999999,,
2025-04-10T04:50:12,ALGO,-6.668e-09,-6.668,,
2025-04-10T04:50:42,ALGO,-6.868e-09,-6.867999999999999,,
2025-04-10T04:51:12,ALGO,-6.608e-09,-6.6080000000000005,,
2025-04-10T04:51:42,ALGO,-6.702e-09,-6.702,,
2025-04-10T04:52:12,ALGO,-6.785e-09,-6.785,,
2025-04-10T04:52:42,ALGO,-7.262e-09,-7.262,,
2025-04-10T04:53:12,ALGO,-7.243e-09,-7.243,,
2025-04-10T04:53:42,ALGO,-7.082e-09,-7.082,,
2025-04-10T04:54:12,ALGO,-6.946e-09,-6.946,,
2025-04-10T04:54:42,ALGO,-6.78e-09,-6.78,,
2025-04-10T04:55:12,ALGO,-6.43e-09,-6.430000000000001,,
2025-04-10T04:55:42,ALGO,-6.582e-09,-6.582,,
2025-04-10T04:56:12,ALGO,-6.538e-09,-6.538,,
2025-04-10T04:56:42,ALGO,-7.209e-09,-7.2090000000000005,,
2025-04-10T04:57:12,ALGO,-6.06e-09,-6.0600000000000005,,
2025-04-10T04:57:42,ALGO,-7.311e-09,-7.311,,
2025-04-10T04:58:12,ALGO,-7.417e-09,-7.417000000000001,,
2025-04-10T04:58:42,ALGO,-6.945e-09,-6.945,,
2025-04-10T04:59:12,ALGO,-6.109e-09,-6.109,,
2025-04-10T04:59:42,ALGO,-6.736e-09,-6.736,,
2025-04-10T05:00:12,ALGO,-6.261e-09,-6.261,,
2025-04-10T05:00:42,ALGO,-6.185e-09,-6.185,,
2025-04-10T05:01:12,ALGO,-6.589e-09,-6.589,,
2025-04-10T05:01:42,ALGO,-6.694e-09,-6.694,,
2025-04-10T05:02:12,ALGO,-6.47e-09,-6.470000000000001,,
2025-04-10T05:02:42,ALGO,-6.448e-09,-6.448,,
2025-04-10T05:03:12,ALGO,-5.748e-09,-5.747999999999999,,
2025-04-10T05:03:42,ALGO,-6.544e-09,-6.544,,
2025-04-10T05:04:12,ALGO,-6.263e-09,-6.263000000000001,,
2025-04-10T05:04:42,ALGO,-6.419e-09,-6.4190000000000005,,
2025-04-10T05:05:12,ALGO,-6.5e-09,-6.5,,
2025-04-10T05:05:42,ALGO,-6.809e-09,-6.809,,
2025-04-10T05:06:12,ALGO,-6.335e-09,-6.335,,
2025-04-10T05:06:42,ALGO,-6.133e-09,-6.133,,
2025-04-10T05:07:12,ALGO,-6.607e-09,-6.607,,
2025-04-10T05:07:42,ALGO,-6.694e-09,-6.694,,
2025-04-10T05:08:12,ALGO,-6.623e-09,-6.623,,
2025-04-10T05:08:42,ALGO,-6.035e-09,-6.035,,
2025-04-10T05:09:12,ALGO,-6.013e-09,-6.013,,
2025-04-10T05:09:42,ALGO,-6.062e-09,-6.062,,
2025-04-10T05:10:12,ALGO,-6.206e-09,-6.206,,
2025-04-10T05:10:42,ALGO,-6.278e-09,-6.2780000000000005,,
2025-04-10T05:11:12,ALGO,-6.202e-09,-6.202,,
2025-04-10T05:11:42,ALGO,-6.56e-09,-6.56,,
2025-04-10T05:12:12,ALGO,-5.948e-09,-5.9479999999999995,,
2025-04-10T05:12:42,ALGO,-6.578e-09,-6.578,,
2025-04-10T05:13:12,ALGO,-5.931e-09,-5.931,,
2025-04-10T05:13:42,ALGO,-5.855e-09,-5.855,,
2025-04-10T05:14:12,ALGO,-5.981e-09,-5.981,,
2025-04-10T05:14:42,ALGO,-5.84e-09,-5.84,,
2025-04-10T05:15:12,ALGO,-5.848e-09,-5.848,,
2025-04-10T05:15:42,ALGO,-6.096e-09,-6.095999999999999,,
2025-04-10T05:16:12,ALGO,-5.881e-09,-5.881,,
2025-04-10T05:16:42,ALGO,-5.59e-09,-5.59,,
2025-04-10T05:17:12,ALGO,-5.762e-09,-5.762,,
2025-04-10T05:17:42,ALGO,-5.607e-09,-5.607,,
2025-04-10T05:18:12,ALGO,-6.104e-09,-6.103999999999999,,
2025-04-10T05:18:42,ALGO,-5.4e-09,-5.4,,
2025-04-10T05:19:12,ALGO,-5.356e-09,-5.356,,
2025-04-10T05:19:42,ALGO,-5.759e-09,-5.7589999999999995,,
2025-04-10T05:20:12,ALGO,-5.172e-09,-5.172,,
2025-04-10T05:20:42,ALGO,-5.365e-09,-5.365,,
2025-04-10T05:21:12,ALGO,-5.431e-09,-5.431,,
2025-04-10T05:21:42,ALGO,-5.526e-09,-5.526,,
2025-04-10T05:22:12,ALGO,-5.661e-09,-5.6610000000000005,,
2025-04-10T05:22:42,ALGO,-5.426e-09,-5.426,,
2025-04-10T05:23:12,ALGO,-5.488e-09,-5.488,,
2025-04-10T05:23:42,ALGO,-5.74e-09,-5.739999999999999,,
2025-04-10T05:24:12,ALGO,-5.946e-09,-5.946,,
2025-04-10T05:24:42,ALGO,-5.441e-09,-5.441,,
2025-04-10T05:25:12,ALGO,-5.152e-09,-5.152,,
2025-04-10T05:25:42,ALGO,-5.197e-09,-5.197,,
2025-04-10T05:26:12,ALGO,-5.535e-09,-5.534999999999999,,
2025-04-10T05:26:42,ALGO,-5.018e-09,-5.018,,
2025-04-10T05:27:12,ALGO,-5.043e-09,-5.043,,
2025-04-10T05:27:42,ALGO,-5.201e-09,-5.201,,
2025-04-10T05:28:12,ALGO,-4.834e-09,-4.834,,
2025-04-10T05:28:42,ALGO,-4.699e-09,-4.699,,
2025-04-10T05:29:12,ALGO,-5.277e-09,-5.277,,
2025-04-10T05:29:42,ALGO,-4.951e-09,-4.951,,
2025-04-10T05:30:12,ALGO,-5.335e-09,-5.335,,
2025-04-10T05:30:42,ALGO,-5.096e-09,-5.096,,
2025-04-10T05:31:12,ALGO,-4.864e-09,-4.864,,
2025-04-10T05:31:42,ALGO,-5.163e-09,-5.162999999999999,,
2025-04-10T05:32:12,ALGO,-5.229e-09,-5.229,,
2025-04-10T05:32:42,ALGO,-4.61e-09,-4.609999999999999,,
2025-04-10T05:33:12,ALGO,-4.673e-09,-4.673,,
2025-04-10T05:33:42,ALGO,-4.836e-09,-4.836,,
2025-04-10T05:34:12,ALGO,-5.075e-09,-5.075,,
2025-04-10T05:34:42,ALGO,-5.072e-09,-5.072,,
2025-04-10T05:35:12,ALGO,-4.905e-09,-4.905,,
2025-04-10T05:35:42,ALGO,-4.801e-09,-4.801,,
2025-04-10T05:36:12,ALGO,-4.861e-09,-4.861,,
2025-04-10T05:36:42,ALGO,-4.662e-09,-4.662,,
2025-04-10T05:37:12,ALGO,-4.815e-09,-4.8149999999999995,,
2025-04-10T05:37:42,ALGO,-4.995e-09,-4.995,,
2025-04-10T05:38:12,ALGO,-4.52e-09,-4.5200000000000005,,
2025-04-10T05:38:42,ALGO,-5.317e-09,-5.317,,
2025-04-10T05:39:12,ALGO,-5.133e-09,-5.133,,
2025-04-10T05:39:42,ALGO,-5.437e-09,-5.437,,
2025-04-10T05:40:12,ALGO,-4.982e-09,-4.982,,
2025-04-10T05:40:42,ALGO,-4.753e-09,-4.752999999999999,,
2025-04-10T05:41:12,ALGO,-5.24e-09,-5.24,,
2025-04-10T05:41:42,ALGO,-4.814e-09,-4.814,,
2025-04-10T05:42:12,ALGO,-5.025e-09,-5.025,,
2025-04-10T05:42:42,ALGO,-5.028e-09,-5.028,,
2025-04-10T05:43:12,ALGO,-4.263e-09,-4.263,,
2025-04-10T05:43:42,ALGO,-5.541e-09,-5.5409999999999995,,
2025-04-10T05:44:12,ALGO,-5.108e-09,-5.1080000000000005,,
2025-04-10T05:44:42,ALGO,-4.854e-09,-4.854,,
2025-04-10T05:45:12,ALGO,-4.933e-09,-4.933,,
2025-04-10T05:45:42,ALGO,-4.863e-09,-4.863,,
2025-04-10T05:46:12,ALGO,-5.097e-09,-5.097,,
2025-04-10T05:46:42,ALGO,-5.131e-09,-5.130999999999999,,
2025-04-10T05:47:12,ALGO,-5.277e-09,-5.277,,
2025-04-10T05:47:42,ALGO,-4.502e-09,-4.502000000000001,,
2025-04-10T05:48:12,ALGO,-4.729e-09,-4.729,,
2025-04-10T05:48:42,ALGO,-4.234e-09,-4.234,,
2025-04-10T05:49:12,ALGO,-3.946e-09,-3.946,,
2025-04-10T05:49:42,ALGO,-4.377e-09,-4.377,,
2025-04-10T05:50:12,ALGO,-4.401e-09,-4.401,,
2025-04-10T05:50:42,ALGO,-4.389e-09,-4.388999999999999,,
2025-04-10T05:51:12,ALGO,-4.715e-09,-4.715000000000001,,
2025-04-10T05:51:42,ALGO,-4.25e-09,-4.25,,
2025-04-10T05:52:12,ALGO,-3.936e-09,-3.9359999999999995,,
2025-04-10T05:52:42,ALGO,-4.318e-09,-4.3180000000000005,,
2025-04-10T05:53:12,ALGO,-4.372e-09,-4.372,,
2025-04-10T05:53:42,ALGO,-3.442e-09,-3.4419999999999997,,
2025-04-10T05:54:12,ALGO,-3.306e-09,-3.306,,
2025-04-10T05:54:42,ALGO,-3.601e-09,-3.601,,
2025-04-10T05:55:12,ALGO,-3.666e-09,-3.666,,
2025-04-10T05:55:42,ALGO,-3.771e-09,-3.7710000000000004,,
2025-04-10T05:56:12,ALGO,-3.705e-09,-3.705,,
2025-04-10T05:56:42,ALGO,-3.774e-09,-3.7740000000000005,,
2025-04-10T05:57:12,ALGO,-4.029e-09,-4.029,,
2025-04-10T05:57:42,ALGO,-3.963e-09,-3.9629999999999996,,
2025-04-10T05:58:12,ALGO,-3.589e-09,-3.589,,
2025-04-10T05:58:42,ALGO,-4.319e-09,-4.319,,
2025-04-10T05:59:12,ALGO,-4.262e-09,-4.2620000000000005,,
2025-04-10T05:59:42,ALGO,-3.684e-09,-3.684,,
2025-04-10T06:00:12,ALGO,-3.936e-09,-3.9359999999999995,,
2025-04-10T06:00:42,ALGO,-3.817e-09,-3.817,,
2025-04-10T06:01:12,ALGO,-4.058e-09,-4.058,,
2025-04-10T06:01:42,ALGO,-4.088e-09,-4.088,,
2025-04-10T06:02:12,ALGO,-3.712e-09,-3.712,,
2025-04-10T06:02:42,ALGO,-3.566e-09,-3.566,,
2025-04-10T06:03:12,ALGO,-3.89e-09,-3.8899999999999997,,
2025-04-10T06:03:42,ALGO,-3.939e-09,-3.9389999999999996,,
2025-04-10T06:04:12,ALGO,-3.933e-09,-3.9330000000000003,,
2025-04-10T06:04:42,ALGO,-3.466e-09,-3.4659999999999997,,
2025-04-10T06:05:12,ALGO,-3.949e-09,-3.9490000000000003,,
2025-04-10T06:05:42,ALGO,-3.738e-09,-3.738,,
2025-04-10T06:06:12,ALGO,-4.253e-09,-4.253,,
2025-04-10T06:06:42,ALGO,-4.194e-09,-4.194,,
2025-04-10T06:07:12,ALGO,-3.735e-09,-3.735,,
2025-04-10T06:07:42,ALGO,-3.888e-09,-3.888,,
2025-04-10T06:08:12,ALGO,-4.321e-09,-4.321000000000001,,
2025-04-10T06:08:42,ALGO,-4.018e-09,-4.018,,
2025-04-10T06:09:12,ALGO,-4.039e-09,-4.039,,
2025-04-10T06:09:42,ALGO,-3.994e-09,-3.994,,
2025-04-10T06:10:12,ALGO,-4.183e-09,-4.183,,
2025-04-10T06:10:42,ALGO,-3.245e-09,-3.2449999999999997,,
2025-04-10T06:11:12,ALGO,-3.605e-09,-3.605,,
2025-04-10T06:11:42,ALGO,-4.006e-09,-4.005999999999999,,
2025-04-10T06:12:12,ALGO,-4.116e-09,-4.1160000000000005,,
2025-04-10T06:12:42,ALGO,-4.151e-09,-4.151,,
2025-04-10T06:13:12,ALGO,-4.527e-09,-4.527,,
2025-04-10T06:13:42,ALGO,-4.124e-09,-4.1240000000000006,,
2025-04-10T06:14:12,ALGO,-4.152e-09,-4.152,,
2025-04-10T06:14:42,ALGO,-4.652e-09,-4.652,,
2025-04-10T06:15:12,ALGO,-4.574e-09,-4.574,,
2025-04-10T06:15:42,ALGO,-4.459e-09,-4.459,,
2025-04-10T06:16:12,ALGO,-4.389e-09,-4.388999999999999,,
2025-04-10T06:16:42,ALGO,-4.201e-09,-4.201,,
2025-04-10T06:17:12,ALGO,-4.365e-09,-4.364999999999999,,
2025-04-10T06:17:42,ALGO,-4.442e-09,-4.442,,
2025-04-10T06:18:12,ALGO,-4.365e-09,-4.364999999999999,,
2025-04-10T06:18:42,ALGO,-4.527e-09,-4.527,,
2025-04-10T06:19:12,ALGO,-4.38e-09,-4.38,,
2025-04-10T06:19:42,ALGO,-4.631e-09,-4.631,,
2025-04-10T06:20:12,ALGO,-4.635e-09,-4.635,,
2025-04-10T06:20:42,ALGO,-4.706e-09,-4.706,,
2025-04-10T06:21:12,ALGO,-4.169e-09,-4.169,,
2025-04-10T06:21:42,ALGO,-4.36e-09,-4.359999999999999,,
2025-04-10T06:22:12,ALGO,-4.208e-09,-4.208,,
2025-04-10T06:22:42,ALGO,-4.298e-09,-4.298,,
2025-04-10T06:23:12,ALGO,-4.388e-09,-4.388,,
2025-04-10T06:23:42,ALGO,-4.286e-09,-4.2860000000000005,,
2025-04-10T06:24:12,ALGO,-4.475e-09,-4.4750000000000005,,
2025-04-10T06:24:42,ALGO,-4.808e-09,-4.808,,
2025-04-10T06:25:12,ALGO,-4.929e-09,-4.929,,
2025-04-10T06:25:42,ALGO,-4.798e-09,-4.798,,
2025-04-10T06:26:12,ALGO,-4.767e-09,-4.7669999999999995,,
2025-04-10T06:26:42,ALGO,-5.236e-09,-5.236,,
2025-04-10T06:27:12,ALGO,-4.704e-09,-4.704000000000001,,
2025-04-10T06:27:42,ALGO,-5.254e-09,-5.2540000000000004,,
2025-04-10T06:28:12,ALGO,-4.821e-09,-4.821,,
2025-04-10T06:28:42,ALGO,-4.862e-09,-4.862,,
2025-04-10T06:29:12,ALGO,-5.006e-09,-5.006,,
2025-04-10T06:29:42,ALGO,-4.629e-09,-4.629,,
2025-04-10T06:30:12,ALGO,-5.026e-09,-5.026,,
2025-04-10T06:30:42,ALGO,-4.804e-09,-4.804,,
2025-04-10T06:31:12,ALGO,-5.427e-09,-5.4270000000000005,,
2025-04-10T06:31:42,ALGO,-5.34e-09,-5.34,,
2025-04-10T06:32:12,ALGO,-5.25e-09,-5.25,,
2025-04-10T06:32:42,ALGO,-3.955e-09,-3.9549999999999996,,
2025-04-10T06:33:12,ALGO,-4.722e-09,-4.722,,
2025-04-10T06:33:42,ALGO,-5.106e-09,-5.106000000000001,,
2025-04-10T06:34:12,ALGO,-5.385e-09,-5.385,,
2025-04-10T06:34:42,ALGO,-5.164e-09,-5.164,,
2025-04-10T06:35:12,ALGO,-4.643e-09,-4.643,,
2025-04-10T06:35:42,ALGO,-4.653e-09,-4.6530000000000005,,
2025-04-10T06:36:12,ALGO,-4.771e-09,-4.771,,
2025-04-10T06:36:42,ALGO,-4.803e-09,-4.803,,
2025-04-10T06:37:12,ALGO,-4.689e-09,-4.689,,
2025-04-10T06:37:42,ALGO,-4.367e-09,-4.367,,
2025-04-10T06:38:12,ALGO,-4.358e-09,-4.358,,
2025-04-10T06:38:42,ALGO,-4.679e-09,-4.679,,
2025-04-10T06:39:12,ALGO,-4.992e-09,-4.992,,
2025-04-10T06:39:42,ALGO,-4.703e-09,-4.703,,
2025-04-10T06:40:12,ALGO,-5.038e-09,-5.038,,
2025-04-10T06:40:42,ALGO,-4.974e-09,-4.974,,
2025-04-10T06:41:12,ALGO,-4.917e-09,-4.917000000000001,,
2025-04-10T06:41:42,ALGO,-4.713e-09,-4.713,,
2025-04-10T06:42:12,ALGO,-5.16e-09,-5.16,,
2025-04-10T06:42:42,ALGO,-5.093e-09,-5.093,,
2025-04-10T06:43:12,ALGO,-4.329e-09,-4.329000000000001,,
2025-04-10T06:43:42,ALGO,-5.348e-09,-5.348,,
2025-04-10T06:44:12,ALGO,-5.114e-09,-5.114000000000001,,
2025-04-10T06:44:42,ALGO,-4.484e-09,-4.484,,
